Search data
Key;44
Time search;0.0000000000
Position;60

Sort data
;Index;Not sorted array;;Sorted array
;2768;6266;;2212
;2769;7651;;2212
;2770;5275;;2214
;2771;1528;;2216
;2772;532;;2218
;2773;761;;2218
;2774;5469;;2220
;2775;2503;;2222
;2776;2729;;2222
;2777;7107;;2222
;2778;7892;;2223
;2779;2451;;2223
;2780;7953;;2223
;2781;8392;;2224
;2782;2570;;2224
;2783;3519;;2225
;2784;9472;;2226
;2785;3407;;2226
;2786;2494;;2229
;2787;9505;;2229
;2788;8440;;2232
;2789;383;;2233
;2790;4262;;2233
;2791;1409;;2235
;2792;8607;;2237
;2793;8038;;2237
;2794;4360;;2237
;2795;5471;;2238
;2796;1171;;2239
;2797;654;;2240
;2798;9947;;2241
;2799;1514;;2242
;2800;4523;;2242
;2801;1229;;2244
;2802;489;;2244
;2803;6766;;2245
;2804;7887;;2249
;2805;9756;;2249
;2806;6632;;2249
;2807;7470;;2249
;2808;5739;;2251
;2809;666;;2252
;2810;8522;;2252
;2811;7283;;2253
;2812;8160;;2254
;2813;7553;;2255
;2814;4705;;2255
;2815;7091;;2257
;2816;1259;;2257
;2817;5386;;2257
;2818;1687;;2258
;2819;4629;;2258
;2820;42;;2259
;2821;8317;;2261
;2822;2045;;2262
;2823;2356;;2263
;2824;3388;;2263
;2825;5452;;2264
;2826;3154;;2266
;2827;466;;2268
;2828;1833;;2268
;2829;7760;;2269
;2830;6919;;2270
;2831;5631;;2270
;2832;6738;;2270
;2833;1267;;2270
;2834;5776;;2270
;2835;1098;;2271
;2836;4314;;2271
;2837;6320;;2274
;2838;3053;;2274
;2839;4007;;2275
;2840;6469;;2276
;2841;4216;;2276
;2842;9722;;2277
;2843;9842;;2277
;2844;9007;;2278
;2845;5463;;2279
;2846;6260;;2279
;2847;947;;2280
;2848;3793;;2280
;2849;8630;;2280
;2850;8717;;2280
;2851;3043;;2282
;2852;1376;;2284
;2853;5314;;2286
;2854;6626;;2287
;2855;7117;;2289
;2856;1334;;2290
;2857;620;;2290
;2858;4171;;2290
;2859;6792;;2290
;2860;8964;;2291
;2861;9154;;2292
;2862;8866;;2293
;2863;4693;;2294
;2864;664;;2294
;2865;3775;;2295
;2866;3000;;2295
;2867;2212;;2295
;2868;1100;;2295
;2869;7551;;2296
;2870;5476;;2296
;2871;6379;;2297
;2872;943;;2298
;2873;7877;;2300
;2874;3789;;2301
;2875;361;;2301
;2876;1385;;2302
;2877;8272;;2303
;2878;1434;;2304
;2879;5144;;2305
;2880;9561;;2306
;2881;5563;;2306
;2882;4504;;2306
;2883;2946;;2306
;2884;3888;;2307
;2885;308;;2307
;2886;2157;;2312
;2887;1430;;2312
;2888;5123;;2313
;2889;6464;;2313
;2890;4074;;2315
;2891;4346;;2316
;2892;3837;;2316
;2893;1981;;2317
;2894;5318;;2317
;2895;6611;;2317
;2896;6292;;2318
;2897;7591;;2319
;2898;3832;;2322
;2899;7123;;2322
;2900;6461;;2322
;2901;6991;;2322
;2902;1461;;2324
;2903;7330;;2324
;2904;8498;;2327
;2905;7369;;2327
;2906;7291;;2328
;2907;8400;;2330
;2908;4179;;2331
;2909;4117;;2332
;2910;2317;;2332
;2911;9914;;2334
;2912;1595;;2334
;2913;1441;;2336
;2914;5936;;2336
;2915;1867;;2336
;2916;7028;;2338
;2917;1453;;2340
;2918;7909;;2340
;2919;3973;;2341
;2920;7981;;2341
;2921;1503;;2342
;2922;6569;;2343
;2923;6816;;2344
;2924;1883;;2344
;2925;5367;;2344
;2926;5385;;2345
;2927;8402;;2348
;2928;5230;;2350
;2929;7157;;2351
;2930;8681;;2352
;2931;5567;;2353
;2932;8310;;2353
;2933;1866;;2353
;2934;3687;;2355
;2935;3171;;2355
;2936;3477;;2356
;2937;1245;;2356
;2938;2764;;2356
;2939;6238;;2357
;2940;7671;;2358
;2941;2047;;2358
;2942;6115;;2360
;2943;4592;;2361
;2944;7311;;2361
;2945;2657;;2361
;2946;1405;;2362
;2947;53;;2363
;2948;7171;;2363
;2949;580;;2364
;2950;2740;;2364
;2951;2530;;2364
;2952;3675;;2365
;2953;4320;;2368
;2954;5790;;2368
;2955;3377;;2370
;2956;998;;2371
;2957;6586;;2371
;2958;1604;;2372
;2959;4489;;2372
;2960;9631;;2376
;2961;9744;;2376
;2962;8388;;2377
;2963;6610;;2378
;2964;8718;;2380
;2965;6919;;2382
;2966;8259;;2382
;2967;5927;;2382
;2968;4609;;2383
;2969;8119;;2384
;2970;1479;;2385
;2971;2716;;2386
;2972;6300;;2389
;2973;1396;;2389
;2974;6853;;2389
;2975;1458;;2391
;2976;830;;2392
;2977;4593;;2393
;2978;806;;2397
;2979;9849;;2399
;2980;4854;;2401
;2981;4272;;2403
;2982;6160;;2403
;2983;2294;;2403
;2984;2054;;2404
;2985;6333;;2405
;2986;146;;2405
;2987;4229;;2406
;2988;471;;2406
;2989;428;;2407
;2990;559;;2407
;2991;2241;;2409
;2992;9421;;2410
;2993;2688;;2411
;2994;6366;;2413
;2995;2033;;2413
;2996;6685;;2414
;2997;2270;;2415
;2998;5329;;2415
;2999;2261;;2415
;3000;2860;;2418
;3001;2208;;2420
;3002;8982;;2420
;3003;2162;;2421
;3004;2506;;2421
;3005;6878;;2423
;3006;1979;;2424
;3007;1897;;2425
;3008;7887;;2425
;3009;6538;;2425
;3010;4469;;2425
;3011;783;;2425
;3012;7540;;2425
;3013;2795;;2426
;3014;7266;;2426
;3015;8633;;2427
;3016;3509;;2428
;3017;4557;;2429
;3018;2317;;2431
;3019;6134;;2431
;3020;2053;;2432
;3021;8135;;2432
;3022;2258;;2433
;3023;2593;;2435
;3024;7843;;2437
;3025;1693;;2438
;3026;6466;;2438
;3027;2951;;2439
;3028;8140;;2443
;3029;1094;;2443
;3030;2937;;2444
;3031;5174;;2444
;3032;2512;;2444
;3033;6097;;2444
;3034;9551;;2444
;3035;2695;;2445
;3036;1817;;2448
;3037;3492;;2451
;3038;1292;;2452
;3039;237;;2452
;3040;7530;;2454
;3041;613;;2455
;3042;5296;;2455
;3043;1710;;2455
;3044;2389;;2460
;3045;5628;;2461
;3046;5809;;2461
;3047;8786;;2463
;3048;1744;;2464
;3049;8840;;2466
;3050;8182;;2466
;3051;8569;;2466
;3052;6120;;2468
;3053;7393;;2469
;3054;6292;;2469
;3055;4962;;2469
;3056;4214;;2471
;3057;2527;;2471
;3058;6807;;2471
;3059;3194;;2472
;3060;8705;;2473
;3061;4713;;2474
;3062;7011;;2476
;3063;8913;;2480
;3064;6693;;2481
;3065;9664;;2481
;3066;6203;;2482
;3067;8995;;2482
;3068;7762;;2482
;3069;4381;;2483
;3070;6946;;2483
;3071;9909;;2485
;3072;1048;;2486
;3073;1768;;2487
;3074;6624;;2487
;3075;2511;;2488
;3076;7954;;2488
;3077;4235;;2488
;3078;1127;;2488
;3079;4633;;2489
;3080;8240;;2489
;3081;1862;;2489
;3082;5127;;2490
;3083;7577;;2490
;3084;3817;;2490
;3085;2340;;2490
;3086;142;;2491
;3087;5100;;2492
;3088;8400;;2492
;3089;6558;;2493
;3090;1476;;2494
;3091;3154;;2494
;3092;935;;2495
;3093;6430;;2496
;3094;5831;;2497
;3095;1295;;2498
;3096;3537;;2499
;3097;5623;;2499
;3098;7922;;2500
;3099;2927;;2501
;3100;8029;;2501
;3101;211;;2501
;3102;6211;;2503
;3103;1754;;2503
;3104;6880;;2503
;3105;2253;;2503
;3106;3293;;2504
;3107;1321;;2505
;3108;785;;2505
;3109;6528;;2506
;3110;443;;2508
;3111;1000;;2508
;3112;555;;2509
;3113;4671;;2510
;3114;9270;;2510
;3115;7452;;2510
;3116;9375;;2511
;3117;4631;;2512
;3118;3640;;2512
;3119;8934;;2513
;3120;8040;;2514
;3121;7986;;2514
;3122;8834;;2514
;3123;4248;;2514
;3124;1539;;2515
;3125;8765;;2516
;3126;2796;;2516
;3127;312;;2517
;3128;7262;;2517
;3129;5052;;2519
;3130;731;;2520
;3131;3987;;2521
;3132;4464;;2523
;3133;2557;;2524
;3134;4248;;2525
;3135;9556;;2525
;3136;170;;2525
;3137;5450;;2525
;3138;7182;;2527
;3139;7301;;2528
;3140;3293;;2528
;3141;4099;;2529
;3142;3332;;2529
;3143;9044;;2529
;3144;2331;;2530
;3145;75;;2530
;3146;1004;;2530
;3147;9050;;2531
;3148;5026;;2532
;3149;4066;;2533
;3150;1738;;2534
;3151;9801;;2534
;3152;9623;;2534
;3153;3843;;2536
;3154;441;;2536
;3155;3380;;2537
;3156;9695;;2537
;3157;7918;;2537
;3158;3659;;2538
;3159;1363;;2539
;3160;2628;;2541
;3161;6329;;2541
;3162;1088;;2544
;3163;8854;;2544
;3164;8613;;2545
;3165;4979;;2546
;3166;8569;;2547
;3167;666;;2548
;3168;7679;;2549
;3169;7577;;2549
;3170;7837;;2549
;3171;3402;;2549
;3172;3115;;2549
;3173;3292;;2550
;3174;1723;;2550
;3175;2872;;2554
;3176;9448;;2555
;3177;323;;2556
;3178;1153;;2557
;3179;5948;;2559
;3180;4395;;2561
;3181;5197;;2565
;3182;4508;;2566
;3183;2908;;2567
;3184;7411;;2567
;3185;3993;;2569
;3186;7665;;2570
;3187;6781;;2570
;3188;3202;;2570
;3189;7610;;2570
;3190;4828;;2571
;3191;7256;;2572
;3192;7705;;2572
;3193;8965;;2574
;3194;8023;;2574
;3195;769;;2578
;3196;1715;;2578
;3197;253;;2581
;3198;1805;;2581
;3199;3684;;2581
;3200;9478;;2584
;3201;2145;;2584
;3202;1840;;2585
;3203;833;;2586
;3204;9285;;2588
;3205;6900;;2589
;3206;968;;2589
;3207;3994;;2589
;3208;6633;;2590
;3209;3885;;2591
;3210;348;;2592
;3211;8281;;2593
;3212;8032;;2593
;3213;6256;;2593
;3214;9910;;2593
;3215;872;;2593
;3216;8982;;2594
;3217;3901;;2594
;3218;2306;;2597
;3219;635;;2598
;3220;7860;;2599
;3221;2471;;2599
;3222;9527;;2599
;3223;7137;;2600
;3224;8343;;2600
;3225;9768;;2602
;3226;8233;;2604
;3227;3995;;2604
;3228;9171;;2604
;3229;7603;;2606
;3230;8942;;2606
;3231;8011;;2606
;3232;7879;;2607
;3233;1034;;2607
;3234;4512;;2608
;3235;4593;;2609
;3236;530;;2609
;3237;4161;;2610
;3238;3234;;2611
;3239;258;;2611
;3240;1926;;2612
;3241;5906;;2618
;3242;5191;;2618
;3243;4443;;2619
;3244;6188;;2619
;3245;227;;2619
;3246;2719;;2620
;3247;6484;;2621
;3248;5224;;2621
;3249;9093;;2621
;3250;435;;2622
;3251;3224;;2622
;3252;8094;;2623
;3253;3582;;2623
;3254;8867;;2623
;3255;8627;;2624
;3256;2005;;2625
;3257;1146;;2625
;3258;2686;;2625
;3259;6589;;2625
;3260;540;;2626
;3261;8237;;2627
;3262;2850;;2628
;3263;8759;;2628
;3264;9578;;2628
;3265;8956;;2629
;3266;2677;;2629
;3267;2403;;2629
;3268;8042;;2629
;3269;6300;;2630
;3270;5811;;2632
;3271;5225;;2633
;3272;1143;;2634
;3273;1595;;2634
;3274;1016;;2637
;3275;6615;;2637
;3276;8804;;2637
;3277;1006;;2638
;3278;8368;;2638
;3279;1641;;2640
;3280;335;;2640
;3281;698;;2641
;3282;1325;;2642
;3283;8313;;2643
;3284;8023;;2643
;3285;2312;;2644
;3286;4618;;2645
;3287;8457;;2646
;3288;8396;;2647
;3289;8339;;2647
;3290;1086;;2648
;3291;2094;;2649
;3292;7846;;2650
;3293;7043;;2650
;3294;1522;;2651
;3295;2911;;2651
;3296;6280;;2652
;3297;3455;;2652
;3298;6358;;2654
;3299;6847;;2655
;3300;8870;;2657
;3301;990;;2658
;3302;3873;;2658
;3303;4327;;2659
;3304;3413;;2659
;3305;3454;;2661
;3306;1896;;2661
;3307;2472;;2662
;3308;4450;;2662
;3309;7241;;2662
;3310;4641;;2662
;3311;5646;;2663
;3312;3525;;2663
;3313;8213;;2663
;3314;6824;;2666
;3315;7929;;2667
;3316;8695;;2668
;3317;5403;;2668
;3318;2594;;2668
;3319;7993;;2669
;3320;6067;;2670
;3321;2187;;2670
;3322;4640;;2670
;3323;5079;;2670
;3324;41;;2670
;3325;8125;;2671
;3326;2534;;2673
;3327;4860;;2674
;3328;3000;;2675
;3329;4907;;2675
;3330;2621;;2675
;3331;7692;;2676
;3332;5293;;2676
;3333;5117;;2677
;3334;7717;;2677
;3335;403;;2677
;3336;3943;;2677
;3337;7893;;2678
;3338;639;;2678
;3339;9011;;2678
;3340;6925;;2679
;3341;4028;;2683
;3342;9978;;2684
;3343;748;;2685
;3344;2850;;2685
;3345;2892;;2686
;3346;6444;;2686
;3347;654;;2688
;3348;3623;;2692
;3349;4353;;2692
;3350;2036;;2693
;3351;1547;;2695
;3352;1346;;2695
;3353;826;;2695
;3354;6061;;2695
;3355;3904;;2698
;3356;238;;2699
;3357;7571;;2700
;3358;6886;;2701
;3359;6405;;2701
;3360;5299;;2702
;3361;2056;;2702
;3362;1728;;2702
;3363;1267;;2702
;3364;3751;;2702
;3365;2019;;2703
;3366;9991;;2703
;3367;8166;;2704
;3368;5717;;2704
;3369;5846;;2705
;3370;7093;;2706
;3371;3187;;2706
;3372;1421;;2707
;3373;2912;;2707
;3374;6867;;2708
;3375;8299;;2709
;3376;2444;;2710
;3377;9897;;2711
;3378;1201;;2712
;3379;3328;;2714
;3380;4942;;2715
;3381;7104;;2715
;3382;1768;;2715
;3383;9768;;2716
;3384;6641;;2716
;3385;6296;;2716
;3386;1262;;2717
;3387;720;;2718
;3388;1244;;2718
;3389;7918;;2718
;3390;9625;;2719
;3391;1219;;2719
;3392;7584;;2720
;3393;8174;;2722
;3394;984;;2722
;3395;459;;2723
;3396;3149;;2724
;3397;7014;;2725
;3398;5695;;2725
;3399;2503;;2725
;3400;5032;;2726
;3401;3851;;2728
;3402;1537;;2729
;3403;6814;;2729
;3404;8363;;2729
;3405;4651;;2729
;3406;1219;;2732
;3407;4290;;2732
;3408;5917;;2733
;3409;1683;;2734
;3410;1918;;2734
;3411;6584;;2735
;3412;7252;;2735
;3413;3586;;2736
;3414;1269;;2737
;3415;6248;;2737
;3416;2137;;2737
;3417;2397;;2737
;3418;424;;2740
;3419;3168;;2741
;3420;27;;2741
;3421;8148;;2741
;3422;1993;;2742
;3423;382;;2745
;3424;9271;;2746
;3425;7669;;2747
;3426;893;;2749
;3427;877;;2749
;3428;1014;;2750
;3429;9104;;2750
;3430;484;;2751
;3431;2943;;2755
;3432;1495;;2755
;3433;6811;;2756
;3434;1293;;2757
;3435;8892;;2758
;3436;6798;;2759
;3437;1990;;2759
;3438;1299;;2759
;3439;4890;;2759
;3440;8493;;2760
;3441;9074;;2760
;3442;1549;;2762
;3443;3774;;2764
;3444;9314;;2765
;3445;173;;2769
;3446;4069;;2771
;3447;9218;;2774
;3448;6865;;2775
;3449;6833;;2777
;3450;5238;;2779
;3451;9911;;2779
;3452;3252;;2782
;3453;6463;;2782
;3454;6508;;2785
;3455;5149;;2786
;3456;3088;;2790
;3457;2245;;2792
;3458;6231;;2792
;3459;1920;;2793
;3460;106;;2794
;3461;9271;;2794
;3462;2368;;2795
;3463;6421;;2795
;3464;5258;;2796
;3465;4157;;2796
;3466;9647;;2798
;3467;4982;;2800
;3468;8238;;2800
;3469;4122;;2807
;3470;7723;;2808
;3471;906;;2808
;3472;8706;;2809
;3473;189;;2809
;3474;1156;;2813
;3475;345;;2814
;3476;2351;;2815
;3477;6923;;2815
;3478;7118;;2815
;3479;1550;;2815
;3480;2097;;2816
;3481;1836;;2817
;3482;591;;2818
;3483;3406;;2819
;3484;4510;;2823
;3485;5813;;2823
;3486;4651;;2825
;3487;5880;;2826
;3488;7844;;2826
;3489;4743;;2828
;3490;7741;;2829
;3491;1245;;2829
;3492;4578;;2830
;3493;4949;;2831
;3494;1705;;2832
;3495;4514;;2832
;3496;9785;;2833
;3497;9227;;2835
;3498;8624;;2837
;3499;7204;;2837
;3500;8356;;2839
;3501;3917;;2839
;3502;6227;;2839
;3503;555;;2840
;3504;102;;2843
;3505;4286;;2844
;3506;9468;;2844
;3507;1698;;2845
;3508;8979;;2848
;3509;1411;;2848
;3510;2489;;2850
;3511;758;;2850
;3512;3490;;2850
;3513;775;;2851
;3514;8410;;2851
;3515;7132;;2855
;3516;7089;;2858
;3517;7296;;2858
;3518;1950;;2859
;3519;3112;;2860
;3520;122;;2861
;3521;2529;;2862
;3522;7672;;2864
;3523;5836;;2865
;3524;8277;;2867
;3525;5553;;2869
;3526;3976;;2869
;3527;670;;2869
;3528;9085;;2872
;3529;2652;;2878
;3530;1751;;2880
;3531;397;;2882
;3532;9751;;2883
;3533;9001;;2883
;3534;435;;2884
;3535;6693;;2885
;3536;5072;;2885
;3537;7916;;2885
;3538;6716;;2888
;3539;5328;;2888
;3540;1511;;2889
;3541;2125;;2890
;3542;1838;;2891
;3543;7296;;2891
;3544;8939;;2892
;3545;1544;;2892
;3546;1056;;2893
;3547;2826;;2896
;3548;2902;;2896
;3549;6758;;2897
;3550;4588;;2900
;3551;2021;;2902
;3552;2586;;2902
;3553;4108;;2907
;3554;9777;;2908
;3555;2628;;2910
;3556;1979;;2910
;3557;6947;;2910
;3558;2549;;2911
;3559;1280;;2912
;3560;3245;;2912
;3561;5128;;2912
;3562;4062;;2913
;3563;426;;2914
;3564;4719;;2917
;3565;677;;2919
;3566;9091;;2920
;3567;4047;;2922
;3568;3785;;2923
;3569;3231;;2924
;3570;7406;;2925
;3571;8684;;2927
;3572;1954;;2927
;3573;6769;;2927
;3574;4709;;2929
;3575;7956;;2930
;3576;2421;;2931
;3577;5945;;2933
;3578;3465;;2933
;3579;6016;;2935
;3580;1860;;2935
;3581;6497;;2936
;3582;8335;;2937
;3583;5190;;2938
;3584;5677;;2941
;3585;8049;;2942
;3586;1005;;2942
;3587;7886;;2943
;3588;3388;;2943
;3589;8675;;2943
;3590;3143;;2944
;3591;7377;;2946
;3592;130;;2946
;3593;8487;;2946
;3594;6555;;2948
;3595;2482;;2949
;3596;5253;;2951
;3597;5000;;2955
;3598;7754;;2956
;3599;289;;2957
;3600;2488;;2959
;3601;5215;;2963
;3602;2008;;2964
;3603;1310;;2966
;3604;940;;2969
;3605;7799;;2971
;3606;2997;;2971
;3607;9707;;2972
;3608;8454;;2972
;3609;304;;2974
;3610;8237;;2974
;3611;485;;2975
;3612;2499;;2978
;3613;792;;2978
;3614;9613;;2980
;3615;2612;;2983
;3616;8682;;2988
;3617;2983;;2989
;3618;5351;;2990
;3619;6129;;2990
;3620;7137;;2993
;3621;5033;;2993
;3622;6600;;2995
;3623;1864;;2995
;3624;3683;;2997
;3625;1857;;2997
;3626;8968;;2998
;3627;1710;;2998
;3628;1968;;2999
;3629;1708;;2999
;3630;2641;;3000
;3631;7732;;3000
;3632;2437;;3004
;3633;1684;;3005
;3634;2499;;3005
;3635;2701;;3007
;3636;9869;;3009
;3637;8583;;3012
;3638;9256;;3015
;3639;9692;;3016
;3640;7640;;3017
;3641;2087;;3020
;3642;5012;;3022
;3643;3810;;3022
;3644;5820;;3022
;3645;4835;;3022
;3646;1663;;3023
;3647;615;;3024
;3648;5897;;3028
;3649;8677;;3029
;3650;2774;;3030
;3651;134;;3031
;3652;7553;;3032
;3653;9533;;3034
;3654;8878;;3034
;3655;2286;;3035
;3656;5624;;3035
;3657;2734;;3037
;3658;8075;;3037
;3659;5349;;3037
;3660;712;;3038
;3661;6984;;3039
;3662;624;;3041
;3663;7792;;3041
;3664;6504;;3043
;3665;8822;;3043
;3666;4055;;3049
;3667;8913;;3053
;3668;462;;3053
;3669;4473;;3055
;3670;84;;3058
;3671;4160;;3059
;3672;1122;;3061
;3673;6053;;3061
;3674;9397;;3061
;3675;1822;;3061
;3676;9750;;3061
;3677;1337;;3063
;3678;3917;;3063
;3679;4006;;3063
;3680;4931;;3063
;3681;2197;;3064
;3682;7505;;3065
;3683;9236;;3068
;3684;357;;3071
;3685;6599;;3072
;3686;8290;;3073
;3687;1898;;3075
;3688;985;;3076
;3689;1447;;3076
;3690;1084;;3078
;3691;592;;3079
;3692;8725;;3079
;3693;8996;;3080
;3694;9855;;3080
;3695;4828;;3082
;3696;5338;;3083
;3697;7342;;3084
;3698;4428;;3085
;3699;9795;;3088
;3700;742;;3092
;3701;37;;3092
;3702;5506;;3093
;3703;6767;;3093
;3704;5053;;3093
;3705;9793;;3093
;3706;8505;;3101
;3707;4146;;3101
;3708;3609;;3101
;3709;3924;;3102
;3710;9854;;3105
;3711;9465;;3105
;3712;2239;;3106
;3713;6206;;3110
;3714;4209;;3112
;3715;5492;;3112
;3716;6499;;3114
;3717;8175;;3114
;3718;1036;;3115
;3719;3061;;3116
;3720;3647;;3117
;3721;5618;;3117
;3722;5013;;3120
;3723;6727;;3123
;3724;5712;;3123
;3725;7896;;3124
;3726;1909;;3127
;3727;7841;;3128
;3728;130;;3132
;3729;9090;;3134
;3730;9034;;3137
;3731;7915;;3139
;3732;6286;;3142
;3733;3523;;3142
;3734;666;;3143
;3735;1344;;3143
;3736;2736;;3144
;3737;2037;;3145
;3738;5416;;3145
;3739;5893;;3145
;3740;1949;;3146
;3741;971;;3147
;3742;844;;3148
;3743;2777;;3149
;3744;9285;;3152
;3745;6200;;3152
;3746;4590;;3152
;3747;285;;3154
;3748;8325;;3154
;3749;7118;;3154
;3750;5668;;3155
;3751;6;;3156
;3752;9729;;3158
;3753;4008;;3161
;3754;4541;;3161
;3755;225;;3162
;3756;5536;;3162
;3757;1980;;3162
;3758;716;;3163
;3759;470;;3163
;3760;5384;;3163
;3761;8747;;3163
;3762;328;;3164
;3763;7936;;3165
;3764;6204;;3165
;3765;700;;3166
;3766;7523;;3168
;3767;6364;;3169
;3768;1411;;3169
;3769;6040;;3171
;3770;250;;3171
;3771;1504;;3171
;3772;3483;;3175
;3773;1766;;3175
;3774;6141;;3178
;3775;2670;;3179
;3776;845;;3179
;3777;506;;3179
;3778;9088;;3181
;3779;3256;;3183
;3780;5107;;3184
;3781;8266;;3186
;3782;5857;;3186
;3783;2678;;3187
;3784;4199;;3187
;3785;2674;;3188
;3786;4155;;3189
;3787;5191;;3192
;3788;8990;;3192
;3789;9832;;3192
;3790;858;;3194
;3791;996;;3194
;3792;8917;;3195
;3793;8290;;3195
;3794;3967;;3196
;3795;1707;;3196
;3796;8234;;3196
;3797;8246;;3196
;3798;1462;;3198
;3799;9402;;3199
;3800;8239;;3200
;3801;3426;;3201
;3802;9095;;3201
;3803;906;;3202
;3804;8314;;3202
;3805;350;;3202
;3806;4586;;3205
;3807;5279;;3205
;3808;7776;;3206
;3809;5822;;3207
;3810;6879;;3207
;3811;2301;;3208
;3812;5812;;3209
;3813;5676;;3209
;3814;3164;;3210
;3815;7357;;3210
;3816;2570;;3210
;3817;6038;;3212
;3818;4312;;3212
;3819;144;;3213
;3820;6561;;3215
;3821;8180;;3216
;3822;8200;;3217
;3823;643;;3217
;3824;1856;;3217
;3825;8061;;3220
;3826;2647;;3220
;3827;5939;;3221
;3828;9808;;3223
;3829;9290;;3224
;3830;7452;;3224
;3831;979;;3225
;3832;2618;;3226
;3833;1419;;3227
;3834;4007;;3231
;3835;2284;;3232
;3836;4547;;3232
;3837;9977;;3232
;3838;5675;;3234
;3839;8613;;3234
;3840;8709;;3239
;3841;3371;;3239
;3842;8642;;3239
;3843;6339;;3240
;3844;6336;;3240
;3845;2621;;3241
;3846;1501;;3243
;3847;6034;;3244
;3848;8129;;3245
;3849;1358;;3245
;3850;1436;;3245
;3851;8469;;3245
;3852;2897;;3245
;3853;8504;;3245
;3854;4798;;3248
;3855;4202;;3248
;3856;3105;;3250
;3857;1238;;3251
;3858;5032;;3251
;3859;65;;3252
;3860;2516;;3253
;3861;4481;;3253
;3862;5579;;3256
;3863;9023;;3256
;3864;1727;;3256
;3865;1771;;3257
;3866;1313;;3258
;3867;382;;3259
;3868;6140;;3260
;3869;4816;;3261
;3870;8488;;3261
;3871;5319;;3262
;3872;5589;;3262
;3873;5513;;3263
;3874;8259;;3264
;3875;851;;3265
;3876;2271;;3266
;3877;3283;;3266
;3878;4364;;3267
;3879;7038;;3269
;3880;3012;;3271
;3881;3184;;3271
;3882;1759;;3273
;3883;3501;;3276
;3884;9574;;3277
;3885;8733;;3277
;3886;5059;;3278
;3887;7714;;3279
;3888;7649;;3281
;3889;6595;;3281
;3890;8522;;3281
;3891;4541;;3282
;3892;416;;3283
;3893;5377;;3285
;3894;1052;;3285
;3895;565;;3287
;3896;9891;;3288
;3897;138;;3289
;3898;3310;;3289
;3899;967;;3290
;3900;5055;;3290
;3901;3787;;3290
;3902;7224;;3290
;3903;8222;;3290
;3904;6439;;3292
;3905;7441;;3292
;3906;6648;;3293
;3907;6804;;3293
;3908;7834;;3296
;3909;9368;;3296
;3910;1441;;3296
;3911;8872;;3297
;3912;2668;;3298
;3913;9974;;3303
;3914;9176;;3305
;3915;5137;;3309
;3916;633;;3310
;3917;3241;;3310
;3918;5745;;3316
;3919;8018;;3316
;3920;1015;;3317
;3921;2974;;3318
;3922;9252;;3318
;3923;846;;3320
;3924;8956;;3322
;3925;5524;;3323
;3926;6966;;3324
;3927;5581;;3326
;3928;8144;;3327
;3929;2240;;3328
;3930;9334;;3330
;3931;5296;;3331
;3932;1876;;3332
;3933;5027;;3332
;3934;1205;;3333
;3935;2018;;3335
;3936;4291;;3335
;3937;1641;;3335
;3938;3465;;3336
;3939;6191;;3336
;3940;2471;;3336
;3941;6259;;3337
;3942;3700;;3338
;3943;217;;3338
;3944;2016;;3338
;3945;1943;;3339
;3946;4624;;3340
;3947;7064;;3340
;3948;1505;;3340
;3949;1157;;3340
;3950;1502;;3341
;3951;7666;;3342
;3952;9275;;3343
;3953;2046;;3345
;3954;7632;;3348
;3955;9789;;3351
;3956;6046;;3355
;3957;2145;;3355
;3958;6003;;3357
;3959;3152;;3357
;3960;1901;;3359
;3961;8326;;3359
;3962;9153;;3360
;3963;1184;;3360
;3964;9649;;3361
;3965;350;;3362
;3966;405;;3362
;3967;4346;;3365
;3968;1025;;3365
;3969;8970;;3367
;3970;4336;;3370
;3971;4795;;3370
;3972;9793;;3370
;3973;1323;;3371
;3974;5532;;3375
;3975;8856;;3375
;3976;5896;;3377
;3977;3210;;3377
;3978;7776;;3378
;3979;5692;;3379
;3980;4550;;3380
;3981;5290;;3380
;3982;3795;;3384
;3983;3852;;3386
;3984;7350;;3387
;3985;8315;;3388
;3986;36;;3388
;3987;9361;;3388
;3988;3760;;3388
;3989;9984;;3390
;3990;8729;;3391
;3991;2534;;3392
;3992;6050;;3392
;3993;8082;;3393
;3994;6806;;3394
;3995;1936;;3396
;3996;5584;;3396
;3997;790;;3396
;3998;1617;;3396
;3999;9182;;3399
;4000;9066;;3400
;4001;3116;;3400
;4002;6388;;3401
;4003;9425;;3402
;4004;3101;;3403
;4005;5610;;3406
;4006;6450;;3407
;4007;9982;;3407
;4008;8621;;3409
;4009;5193;;3412
;4010;7038;;3413
;4011;6754;;3419
;4012;4593;;3425
;4013;4895;;3425
;4014;280;;3426
;4015;5638;;3428
;4016;5167;;3429
;4017;7420;;3430
;4018;4345;;3432
;4019;6883;;3434
;4020;3865;;3435
;4021;4696;;3437
;4022;833;;3438
;4023;390;;3439
;4024;2632;;3441
;4025;189;;3444
;4026;7839;;3444
;4027;183;;3445
;4028;3817;;3445
;4029;2129;;3445
;4030;6753;;3447
;4031;679;;3448
;4032;8613;;3449
;4033;600;;3452
;4034;8252;;3452
;4035;5145;;3452
;4036;9861;;3454
;4037;2151;;3454
;4038;8318;;3454
;4039;8963;;3454
;4040;7813;;3455
;4041;4907;;3455
;4042;9554;;3458
;4043;1476;;3458
;4044;617;;3458
;4045;1211;;3460
;4046;5429;;3461
;4047;2264;;3461
;4048;5966;;3465
